id,sku,Date Crawled,brand_id,brand_name,store,product_name,current_price,discount_price,discount,colors,sold_quanlity,rating_count,rating_average
216934468,8.44741E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng,5000000,5000000,0,"[{'label': 'Trắng Pearl'}, {'label': 'Đen Midnight'}, {'label': 'Đỏ Burgundy'}]",1,1,5
215543460,9.5486E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng Chính hãng,5190000,5190000,0,"[{'label': 'Trắng'}, {'label': 'Đen'}, {'label': 'Đỏ'}]",2,1,5
189658085,3.35822E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện Thoại Oppo A57 (4GB/64GB) - Hàng Chính Hãng,4284000,4284000,0,"[{'label': 'Xanh'}, {'label': 'Đen'}]",,0,0
273186334,1.78632E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A05s 4GB/128GB- Hàng Chính hãng,3980000,3980000,0,"[{'label': ' Đen'}, {'label': 'Bạc (Silver)'}, {'label': 'Xanh lá nhạt'}]",,0,0
249168949,4.41904E+12,3/2/2024,18802,Samsung,Nguyễn Kim Official,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Bạc - Hàng chính hãng,8490000,7600000,10,,,0,0
140747649,9.72751E+12,3/2/2024,247549,Realme,Long Hưng TechZone,Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,3790000,3790000,0,"[{'label': 'Xanh biển'}, {'label': 'Xám khói'}]",1,0,0
168320000,5.7383E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Granite Gray,2088000,2088000,0,,,0,0
212329857,3.29178E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện thoại Xiaomi Redmi 9A 2GB/32GB Xám - Hàng chính hãng,2088000,2088000,0,,1,1,5
251448280,9.74561E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Samsung Galaxy A34 5G A346E (8+128G) Silver Bạc - Hàng Chính Hãng (chỉ giao HN và một số khu vực),7164000,7164000,0,,,0,0
138867253,6.18305E+12,3/2/2024,162007,Tecno,Long Hưng TechZone,Điện thoại TECNO Spark 6 Go (4GB/64GB) - Hàng chính hãng,2559000,2559000,0,[{'label': 'Băng cẩm thạch'}],4,1,4
244355503,7.42454E+12,3/2/2024,18802,Samsung,MT Smart Official Store ,Điện thoại Samsung Galaxy A04s (4GB/64BG) - Hàng chính hãng,3990000,3990000,0,"[{'label': 'Black'}, {'label': 'Copper'}, {'label': 'Green'}]",,0,0
272200109,7.31667E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A04e - Hàng Chính Hãng,2340000,2340000,0,[{'label': '3GB/32GB'}],,0,0
244182370,5.9165E+12,3/2/2024,18802,Samsung,MT Smart Official Store ,Điện thoại Samsung Galaxy S23 Ultra 1TB - Hàng chính hãng,44990000,44990000,0,[{'label': 'Cream'}],,0,0
245770363,5.2521E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A04e (3GB/32GB) - Hàng chính hãng,2325000,2325000,0,"[{'label': 'Xanh Thời Thượng'}, {'label': 'Đen tinh vân'}, {'label': 'Đồng ánh hồng'}]",,0,0
263060294,8.14402E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại di động Samsung A24 (6G/128G) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,5808000,5808000,0,"[{'label': ' Đen'}, {'label': 'Xanh lá nhạt'}]",,0,0
261962220,6.84408E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,5808000,5808000,0,"[{'label': ' Xanh  '}, {'label': ' Đen'}]",,0,0
219392186,5.9807E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000,3276000,0,,,0,0
249169833,9.42022E+12,3/2/2024,18802,Samsung,Nguyễn Kim Official,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Đen - Hàng chính hãng,8490000,7600000,10,,,0,0
191689727,3.58265E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,4284000,4284000,0,,,0,0
181699053,7.04576E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện thoại Xiaomi Redmi 9A - Hàng chính hãng,2088000,2088000,0,"[{'label': 'Blue'}, {'label': 'Green'}, {'label': 'Grey'}]",,0,0
242712374,6.91714E+12,3/2/2024,18802,Samsung,MT Smart Official Store ,Điện thoại Samsung Galaxy S23 Ultra 256GB - Hàng chính hãng,31990000,31990000,0,"[{'label': 'Black'}, {'label': 'Cream'}, {'label': 'Green'}, {'label': 'Lavender'}]",,0,0
219400421,8.62458E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000,3276000,0,,,0,0
115830124,1.53982E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện Thoại Xiaomi Redmi 9A (2GB/32GB)- Đã kích hoạt bảo hành điện tử- Hàng Chính Hãng - Sky Blue,2088000,2088000,0,,,0,0
165747145,1.43809E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,"Điện thoại Xiaomi Redmi 9A 2GB/32GB - Chip MediaTek Helio G25 8 nhân (12 nm), Màn hình 6.53"" HD+, Camera 13MP, Pin 5000 - Hàng Chính Hãng",2148000,2148000,0,"[{'label': 'Xanh dương'}, {'label': 'Xanh lam'}, {'label': 'Xám'}]",,0,0
249178196,8.34953E+12,3/2/2024,18802,Samsung,Nguyễn Kim Official,Điện thoại Samsung Galaxy A34 5G 8GB/128GB Xanh - Hàng chính hãng,8490000,7600000,10,,,0,0
251407092,2.08378E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) ĐKH -  Hàng Chính Hãng,7164000,7164000,0,"[{'label': 'Bạc'}, {'label': 'Xanh lá'}, {'label': 'Đen'}]",,0,0
176438864,2.63362E+12,3/2/2024,25422,Xiaomi,GIA DỤNG VIỆT,Điện thoại Xiaomi REDMI 9A (2+32) Xanh dương - Hàng chính hãng (chỉ giao HN và một số khu vực),2088000,2088000,0,,,0,0
192348147,5.92202E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại Oppo A57 (4GB/64GB) - Hàng chính hãng,4284000,4284000,0,"[{'label': 'Xanh ngọc'}, {'label': 'Đen'}]",,0,0
225960096,1.54034E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy S23+ 5G - Hàng Chính Hãng,25000000,25000000,0,"[{'label': '8GB/256GB'}, {'label': '8GB/512GB'}]",,0,0
191764688,2.97248E+12,3/2/2024,25422,Xiaomi,THẮNG THAO MOBILE,Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,2690000,1790000,33,[{'label': 'Xanh Dương'}],1,1,5
273360836,1.14931E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"Điện thoại Ulefone armor 22(chống nước,chống va đập, Màn hình giọt nước 6,58 inch, RAM:8GB,Rom 128GB/256GB,Thẻ nhớ microSD Lên đến 512GB, Camera kép 64MP + 64MP)- hàng chính hãng",5990000,5990000,0,,,0,0
262589811,2.39612E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện thoại Samsung Galaxy A24 (6GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,6084000,6084000,0,"[{'label': ' Đen Cá Tính'}, {'label': 'Xanh năng động'}]",,0,0
273388474,4.11516E+12,3/2/2024,169013,Ulefone,xuanhongmobile,Điện thoại chắc chắn Ulefone Power Armor 18T Ultra (chụp ảnh nhiệt Camera FLIR5G 512GB ROM +24GB RAM)- hàng chính hãng,16990000,16990000,0,,,0,0
255866251,3.56833E+12,3/2/2024,18802,Samsung,THẮNG THAO MOBILE,Điện Thoại Samsung A14 4GB/128GB - Hàng Chính Hãng,4490000,3499000,22,"[{'label': 'Màu Trắng'}, {'label': 'Màu Đen'}, {'label': 'Màu Đỏ'}]",,0,0
204872160,2.91798E+12,3/2/2024,25643,OPPO,Long Hưng TechZone,Điện thoại Oppo A17k (3GB/64GB) - Hàng chính hãng,3290000,3290000,0,"[{'label': 'Vàng'}, {'label': 'Xanh'}]",1,0,0
274191773,4.12484E+12,3/2/2024,162007,Tecno,THẮNG THAO MOBILE,"Điện thoại ZTE Libero 5G IV - 4GB/128GB Dimensity 700 , Kháng nước IP67 , Sạc nhanh 22,5W - Mới nguyên seal - Hàng nhập khẩu",2990000,2399000,20,"[{'label': ' Xanh Biển    '}, {'label': ' Đen'}, {'label': 'Màu Trắng'}]",,0,0
273366296,3.73082E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"ulefone Armor 24 (TIÊU CHUẨN MIL-STD-810H ,IP69K, chống nước ,chống sốc,pin 22000mah , màn hình6,78 inch, NFC, Ram24GB(12Gb+12Gb),rom 256GB)-hàng chính hãng ",7990000,7990000,0,,,0,0
271730109,5.7042E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"Điện thoại chắc chắn Ulefone Armor X13, (Ram 12GB(6Gb+6Gb),Rom 64GB,chống nước,chống va đập IP68/IP69K, Android 13,CPU MediaTek Helio G36 Octa Core,Màn hình 6,52 inch, Mạng: 4G, NFC,OTG)-hàng chính hãng",3990000,3990000,0,,3,1,5
273640492,3.05917E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A05 (6GB/128GB) - Hàng Chính Hãng,3237000,3237000,0,"[{'label': ' Xanh  '}, {'label': ' Đen'}, {'label': 'Bạc'}]",1,1,5
273685412,8.96907E+12,3/2/2024,18802,Samsung,Long Hưng TechZone,Điện thoại Samsung Galaxy A25 5G (6GB/128GB) - Hàng chính hãng,6590000,6590000,0,[{'label': 'Đen bản lĩnh'}],,0,0
270510406,4.76376E+12,3/2/2024,52232,Vivo,vivo Official Store,Điện thoại Vivo Y36 (8GB/128GB) - Hàng Chính Hãng - Camera 50MP - Sạc Nhanh 44W,6290000,6290000,0,[{'label': 'Đen sao băng'}],2,2,5
271152577,2.03085E+12,3/2/2024,18802,Samsung,HAPPY PHONE,Điện Thoại Samsung Galaxy Z Flip5 5G - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,29490000,29490000,0,"[{'label': 'Kem Latte'}, {'label': 'Xanh Mint'}, {'label': 'Xám Indie'}]",1,0,0
249955152,5.76401E+12,3/2/2024,25422,Xiaomi,Long Hưng TechZone,Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,9490000,9490000,0,[{'label': 'Xanh thiên thanh'}],2,0,0
272160688,8.09224E+12,3/2/2024,27932,TCL,Tiki Trading,Điện thoại TCL 408 (4GB/64GB) - Hàng Chính Hãng,2790000,2090000,25,"[{'label': ' Xanh  '}, {'label': 'Xám'}]",5,2,4.5
270978486,6.46043E+12,3/2/2024,18802,Samsung,THẮNG THAO MOBILE,Điện thoại Samsung Galaxy M14 5G (6GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,5690000,3910000,31,"[{'label': 'Bạc'}, {'label': 'Xanh Dương Nhạt'}, {'label': 'Xanh Dương Đậm'}]",,0,0
273244815,5.50142E+12,3/2/2024,18802,Samsung,Nguyễn Kim Official,Điện thoại Samsung Galaxy A23 5G 4GB/128GB Đen - Hàng chính hãng,5990000,5200000,13,,1,0,0
272555368,7.57017E+12,3/2/2024,25422,Xiaomi,HAPPY PHONE,XIAOMI 13T 5G (12GB-256GB) - Hàng chính hãng,11990000,11990000,0,"[{'label': 'Xanh Dương'}, {'label': 'Xanh lá'}]",3,1,5
252428990,6.72178E+12,3/2/2024,162007,Tecno,Tecno Official Store,Điện thoại Tecno SPARK 10 Pro 8GB/256GB - Helio G88 | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,4490000,4149000,8,"[{'label': ' Đen'}, {'label': 'trắng'}]",20,8,4.6
247823537,4.34945E+12,3/2/2024,247549,Realme,Tiki Trading,Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,4790000,3550000,26,[{'label': ' Đen'}],190,58,4.8
247299188,9.90136E+12,3/2/2024,162007,Tecno,THẮNG THAO MOBILE,Điện thoại Tecno Spark Go 2023 4GB/64GB - Hàng chính hãng ,2690000,2048000,24,"[{'label': ' Đen'}, {'label': 'Tím Bora'}, {'label': 'Xanh Lam'}]",23,8,5
273398867,6.03757E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"Điện thoại Ulefone Power Armor 19T (Camera chụp ảnh nhiệt FLIR , RAM 17GB + ROM 256GB , Helio G99,sạc nhanh 66W,pin 9600mAh,chống nước,chống sốc)-hàng chính hãng",12990000,12990000,0,,,0,0
273955111,1.08957E+12,3/2/2024,25643,OPPO,Tiki Trading,Điện Thoại Oppo Reno 10 5G (8GB/128GB) - Hàng Chính Hãng,8990000,8350000,7,[{'label': 'Xanh'}],19,0,0
197214029,1.84051E+12,3/2/2024,17827,Apple,Tiki Trading,Apple iPhone 14,24990000,18940000,24,[{'label': 'Tím'}],544,140,5
249890023,8.31693E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi Note 12 Pro 5G 8GB/256GB - Hàng Chính Hãng,9490000,7479000,21,[{'label': 'Xanh Thiên Thanh'}],,0,0
273016223,7.76689E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi A2 2GB/32GB - Hàng Chính Hãng,2190000,1769000,19,"[{'label': ' Đen'}, {'label': 'Xanh Dương'}]",2,0,0
204671569,7.5813E+12,3/2/2024,25643,OPPO,Hồng Hạnh Mobile,Điện Thoại Oppo A17k 3GB/64GB - Hàng Chính Hãng,3290000,2599000,21,"[{'label': ' Xanh  '}, {'label': 'Vàng'}]",3,0,0
263073487,2.82589E+12,3/2/2024,162007,Tecno,Tecno Official Store,Điện thoại Tecno CAMON 20 Pro 8GB/256GB - Camera 64MP + 32MP | Helio G99 | 5000 mAh/ 33W | 6.7'' FHD AMOLED - Hàng Chính Hãng - BH 13 Tháng,5490000,5049000,8,"[{'label': 'Xanh Da Trời'}, {'label': 'Đen Chân Trời'}]",17,9,5
270074304,3.14615E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi Note 12S 8GB/256GB - Hàng Chính Hãng,6690000,4749000,29,"[{'label': '  Xanh Ngọc Bích   '}, {'label': 'Đen Thạch Anh'}]",4,3,4.3
274099409,1.39288E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi Note 13 8GB/128GB - Hàng Chính Hãng,5290000,4789000,9,[{'label': 'Đen Bán Dạ'}],1,1,5
273258830,9.8988E+12,3/2/2024,18802,Samsung,Tiki Trading,Điện thoại Samsung Galaxy A05 (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,3050000,2590000,15,"[{'label': 'Bạc'}, {'label': 'Xanh'}, {'label': 'Đen'}]",189,30,4.7
273664463,5.9917E+12,3/2/2024,25643,OPPO,Hồng Hạnh Mobile,Điện Thoại Oppo A18 4GB/128GB - Hàng Chính Hãng,3990000,3619000,9,"[{'label': ' Xanh  '}, {'label': ' Đen'}]",,0,0
270636882,7.72019E+12,3/2/2024,18802,Samsung,Hồng Hạnh Mobile,Điện Thoại Samsung M14 5G 4GB/64GB - Hàng Chính Hãng,4990000,3129000,37,"[{'label': 'Xanh Tinh Tế'}, {'label': 'Xanh Đen Mạnh Mẽ'}]",1,0,0
274116886,5.33998E+12,3/2/2024,25422,Xiaomi,Hồng Hạnh Mobile,Điện Thoại Xiaomi Redmi A2+ 3GB/64GB - Hàng Chính Hãng,2790000,2059000,26,"[{'label': ' Đen'}, {'label': 'Xanh Dương'}]",1,0,0
273411988,8.8007E+12,3/2/2024,25422,Xiaomi,THẮNG THAO MOBILE,"Điện thoại Xiaomi Redmi 13C (6+128GB) | 6.74"" 90Hz| Media Tek Helio G85| 5000mAh - Hàng chính hãng",3490000,2999000,14,"[{'label': ' Xanh Biển    '}, {'label': ' Đen'}, {'label': 'Xanh Lá'}]",1,0,0
273373420,7.05074E+12,3/2/2024,25422,Xiaomi,GiaPhucStore,Điện thoại Xiaomi Redmi 13C (4GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,2890000,2890000,0,,,0,0
273942001,9.18805E+12,3/2/2024,25422,Xiaomi,Tiki Trading,Điện thoại Xiaomi Redmi Note 13 (6GB/128GB) - Hàng chính hãng,4490000,4090000,9,"[{'label': 'Vàng'}, {'label': 'Xanh'}, {'label': 'Đen'}]",68,16,5
273636845,8.0506E+12,3/2/2024,18802,Samsung,GIA DỤNG VIỆT,Điện Thoại Samsung Galaxy A05 (4GB/64GB) - Hàng Chính Hãng,3025000,3025000,0,"[{'label': ' Xanh  '}, {'label': ' Đen'}, {'label': 'Bạc'}]",,0,0
273430216,8.59135E+12,3/2/2024,169013,Ulefone,xuanhongmobile,"Điện thoại Ulefone Armor 13 (pin khủng,pin 13.200mAh, Ram 8Gb,Rom 256Gb,chống sốc,chống va đập,nội soi,tia hồng ngoại,tia lade,loa to,học online)- hàng chính hãng",9990000,9990000,0,,,0,0
190701486,6.99743E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng ,4284000,4284000,0,"[{'label': 'Xanh'}, {'label': 'Đen'}]",,0,0
273127929,8.7844E+12,3/2/2024,25422,Xiaomi,GiaPhucStore,Điện thoại Xiaomi 13T 12GB-256GB - Hàng Chính Hãng,12990000,12990000,0,"[{'label': 'Màu Đen'}, {'label': 'Xanh Dương'}, {'label': 'Xanh Lá'}]",,0,0
251275686,8.11967E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO A57 4GB/128GB Vàng - Hàng chính hãng,4632000,4632000,0,,,0,0
273440664,5.16735E+12,3/2/2024,25422,Xiaomi,THẮNG THAO MOBILE,"Điện thoại Xiaomi Redmi 12 (8GB/128GB) , Helio G88 , Màn 90HZ - Hàng chính hãng",4790000,3790000,21,"[{'label': ' Xanh Biển    '}, {'label': ' Đen'}, {'label': 'Bạc'}]",,0,0
260406257,6.92306E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện thoại oukitel wp23 ( chống nước,chống va đập,pin 10600mAh,Ram 4Gb.Rom 64Gb,màn hình 6.52 inch,mạng 2,3,4G,Android 13 )-hàng chính hãng",3990000,3990000,0,,2,0,0
274156763,2.60828E+12,3/2/2024,25643,OPPO,Hồng Hạnh Mobile,Điện Thoại Oppo A38 4GB/128GB - Hàng Chính Hãng,4490000,3889000,13,"[{'label': ' Vàng Đồng '}, {'label': ' Đen'}]",,0,0
273438724,1.20501E+12,3/2/2024,18802,Samsung,THẮNG THAO MOBILE,"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng",3990000,3204000,20,"[{'label': ' Đen'}, {'label': 'Bạc'}, {'label': 'Xanh lá (Lục)'}]",,0,0
190544267,3.92904E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện Thoại Oppo A57 4GB/64GB - Hàng Chính Hãng,4284000,4284000,0,"[{'label': 'Xanh'}, {'label': 'Đen'}]",1,0,0
191689878,8.10977E+12,3/2/2024,25643,OPPO,GIA DỤNG VIỆT,Điện thoại OPPO CPH2387 - A57 Xanh - Hàng Chính Hãng,4632000,4632000,0,,,0,0
273252926,8.02901E+12,3/2/2024,25643,OPPO,THẮNG THAO MOBILE,Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,3990000,3990000,0,"[{'label': 'Xanh'}, {'label': 'Đen'}]",,0,0
274166857,7.5255E+12,3/2/2024,18802,Samsung,Long Hưng TechZone,Điện thoại Samsung Galaxy S23 FE (8GB/128GB) - Hàng chính hãng,14890000,14890000,0,"[{'label': 'Cam Tangerine'}, {'label': 'Tím Purple'}, {'label': 'Xanh Mint'}]",,0,0
273373436,5.24125E+12,3/2/2024,25422,Xiaomi,THẮNG THAO MOBILE,Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Bảo hành 18 tháng,3490000,3090000,11,"[{'label': ' Xanh Biển    '}, {'label': ' Xanh Lục  '}, {'label': ' Đen'}]",1,1,5
273359059,2.15774E+12,3/2/2024,112735,Oukitel,xuanhongmobile,"Điện Thoại Chắc Chắn OUKITEL WP23 PRO ( Ram 16Gb(8GB+8Gb),Rom 128GB ,Android13, Pin 10600mAh,Màn hình 6.52 ""HD + ,13MP camera Sau,chống nước,chống va đập)-hàng chính hãng",4990000,4990000,0,,,0,0
274316885,1.90871E+12,3/2/2024,25422,Xiaomi,HAPPY PHONE,Điện Thoại Xiaomi POCO X6 5G 8GB-256GB - Hàng chính hãng,9990000,9990000,0,"[{'label': ' Xanh  '}, {'label': ' Đen'}, {'label': 'Trắng '}]",,0,0
271134741,2.62395E+12,3/2/2024,18802,Samsung,Long Hưng TechZone,Điện thoại Samsung Galaxy Z Flip5 (8GB/512GB) - Hàng chính hãng,29990000,17639000,41,"[{'label': 'Kem Latte'}, {'label': 'Tím Fancy'}, {'label': 'Xám Indie'}]",,0,0
262514707,1.83092E+12,3/2/2024,25422,Xiaomi,Long Hưng TechZone,Điện thoại Xiaomi Redmi Note 12 Pro (8GB/256GB) - Hàng chính hãng,7990000,7990000,0,"[{'label': 'Xanh sông băng'}, {'label': 'Xám khoáng thạch'}]",1,0,0
272179114,9.50338E+12,3/2/2024,27932,TCL,Tiki Trading,Điện Thoại TCL 40SE (6GB/256GB) - Hàng Chính Hãng,3990000,2990000,25,"[{'label': 'Màu Tím'}, {'label': 'Màu Xám'}]",4,1,5
